"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\eqz03\frc_app\lib\app.dart", "Dart", 0, 0, -1, -1
"c:\Users\eqz03\frc_app\lib\home\home_page.dart", "Dart", 55, 3, 3, 61
"c:\Users\eqz03\frc_app\lib\widgets\app_header.dart", "Dart", 2, 16, 0, 18
"c:\Users\eqz03\frc_app\lib\widgets\system_clock.dart", "Dart", 76, 0, 10, 86
"c:\Users\eqz03\frc_app\lib\widgets\user_menu\user_menu.dart", "Dart", 26, 1, 3, 30
"Total", "-", 159, 20, 15, 194
